Id,Title,DateOfRegistration,Deadline,JobCategory,ExperienceRequired,EmploymentType,Salary,SocialEnsurance,RetirementBenefit,Address,Category,WorkingHours,WorkingType,CompanyName,JobDescription,ApplicationMethod,ApplicationType,Document,Detail
11,아파트 미화원,25/06/11 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 평택시 이충로35번길 51 (이충동, 반지마을주공아파트)",평택시,"※ 상세 근무시간
월~금 : 09:00~16:00
토 : 09:00~12:00",주 5일 근무,주식회사 나루크린,아파트 청소,"방문,
기타 (미화반장님 전화지원 010-9159-8035)","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJK3002506110001&rtnTarget=list6
12,재가요양보호사 구인,25/06/11 등록,채용시까지,재가 요양보호사,경력 (최소 2년 0 개월 이상) 우대,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 안양시 만안구 병목안로130번길 115 (안양동, 문원빌리지)",안양시,"(근무시간) (오후) 2시 00분 ~ (오후) 5시 00분
주 소정근로시간
툴팁
: 15시간","주 3일 근무
(주 소정근로시간: 15시간)",석수방문요양센터,"- 3등급 할머니
- 시급:10,030원+제수당=12,700원.
- 주3일(화,목,토)/14:00~17:00
- 건강검진 필수.


*실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.","방문,
기타 (전화 후 면접(031-472-5862))","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKR002506110006&rtnTarget=list8
13,[문산] 아파트 외곽미화원 모집,25/06/11 등록,채용시까지,건물 청소원,관계없음,기간의 정함이 있는 근로계약,"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 파주시 문산읍 통일로 1753, 동문2차 (파주 문산역 2차 동문 디 이스트)",파주시,"※ 상세 근무시간
주6일, 09:00~16:00 (토) 09:00~12:00",주 6일 근무,새롬에스앤씨 주식회사,"[문산역 동문2차] 아파트 외곽미화원 모집
/ 아파트 외곽미화 제반 업무
/ 주6일, 09:00~16:00 (토) 09:00~12:00
/ 급여:1,799,790원
/ 채용담당자 전화상담후 면접 진행
/ 채용담당자 : 남화순 미화반장(010-5447-3441)","방문,
기타 (채용담당자 전화상담후 면접 진행)","서류,면접,
기타 (채용담당자 전화상담후 면접 진행)",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJK2002506110002&rtnTarget=list9
14,안양샘병원 청소원 모집,25/06/11 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 210만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 안양시 만안구 삼덕로 9, 안양샘병원 미화부 (안양동)",안양시,"※ 상세 근무시간
월~금 06:00~15:00 휴게시간 2시간, 토 06:00~12:00
주 소정근로시간
툴팁
: 40시간","주 6일 근무
(주 소정근로시간: 40시간)",(주)씨케이홀딩스,"- 안양샘병원 병실, 진료실 청소
- 급여 210만원이상
- 주6일 근무: 월~금 06:00~15:00 휴게시간 2시간, 토 06:00~12:00
- 채용담당자 유선지원 및 이력서 팩스 지원 가능합니다.
  (지원서상단에 ""안양샘병원 미화지원"" 기재해 주세요)","방문,팩스,
기타 (- 이력서 팩스 지원 및 전화 지원 가능합니다. (전화번호:010-5017-2843, 팩스번호: 031-396-0901) - 지원서상단에 ""안양샘병원 미화지원"" 기재해 주세요)","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKR002506110004&rtnTarget=list2
15,민락동 5등급 할아버지 오후 재가 남자요양보호사 구인,25/06/11 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 의정부시 송현로 87 (민락동, 송산리버빌아파트)",의정부시,"(근무시간) (오후) 2시 00분 ~ (오후) 5시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",두손방문요양센터,"* 민락동 5등급 할아버지  남자 요양보호사 구인 

*  근무시간 :  오후 14시 ~ 17시 / 주5일 / 시)12,700 (수당포함)

*  일상생활가사지원 및 산책등 / 치매이수

*  면접을 희망하시는 분은 담당자와  통화 후 진행하시기 바랍니다",방문,면접,이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKZ002506110002&rtnTarget=list3
16,재가요양보호사 모집,25/06/11 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약,"시급 10,030원 ~ 12,700원","고용보험
산재보험",퇴직금,"경기도 광명시 가림로 38, 상세 주소 미기재 (하안동, 하안5단지고층주공아파트)",광명시,(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분,주 5일 근무,장수재가복지센터,"- 5등급 할머님 케어 (가사지원 등 일상생활지원)
- 치매교육이수자
- 주5일 오전 9-12
- 임금 시급 12,700원(기타 제수당 포함)",방문,"서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKE002506110002&rtnTarget=list7
17,"재가요양보호사 구함(만송동,은빛마을휴먼시아 5단지 오전재가)",25/06/11 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 있는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 양주시 고읍북로 17, 비공개 (만송동)",양주시,"※ 상세 근무시간
❁ 근무시간 : 09:00 ~ 12:00  /  주 5일근무
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",행복한재가복지센터,"❁ 만송동,은빛마을휴먼시아 5단지 5등급 할아버지 어르신 오전재가(독거)
❁ 직무내용  : 식사준비,청소,정서지원 등 요양케어
❁ 근무시간 : 09:00 ~ 12:00  /  주 5일근무
❁ 급여 : 12,700원  (기본:10,030원+주휴수당) 지급
❁ 치매교육 필수","방문,
기타 (전화 문의바랍니다)",면접,이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKS002506110002&rtnTarget=list9
18,재가요양사모집,"25/06/11 등록
25/08/10 마감",25/08/10 마감,재가 요양보호사,경력 (최소 1년 0 개월 이상) 필수,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","고용보험
산재보험",퇴직금,"경기도 부천시 원미구 조마루로358번길 27-10, . (심곡동, 해담은 1동)",부천시,"근무시간 협의가능
※ 상세 근무시간
08-11 토요일 격주
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",사랑방재가요양센터,"-4등급남자어르신 ,음식위주
-08:00-11:00/토요일 격주
-시급 12500원","방문,
기타 (전화후 방문)","서류,면접",기타(자격증사본),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJ21002506110007&rtnTarget=list10
19,아파트 청소 지하주차장 외곽 미화원 모집합니다. (청소차 운행가능자),25/06/11 등록,채용시까지,건물 청소원,관계없음,기간의 정함이 있는 근로계약,월급 194만원 ~ 194만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 김포시 김포한강4로 487, // (구래동, 한강신도시 반도유보라 4차)",김포시,"※ 상세 근무시간
근무시간 : 09:00~16:00 (월~금)
               토 : 09:00~12:00  토요일 격주근무
휴게시간( (오전) 11시30분~(오후) 01시30분)
주 소정근로시간
툴팁
: 31시간","주 6일 근무
(주 소정근로시간: 31시간)",제일 씨앤에스（주）,"반도유보라 4차 아파트 외곽미화원  (청소차 운행가능자)
근무시간 : 08:00~16:00 (월~금) 토 : 08:00~12:00  토요일 격주근무
급여 : 1,945,670원","방문,
기타 (전화연락 후 면접)","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKI002506110002&rtnTarget=list7
20,[인계동] 3등급 할아버지 오전 케어,25/06/11 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약,"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 수원시 팔달구 권광로 246, . (인계동, 래미안 노블클래스)",수원시,(근무시간) (오전) 9시 30분 ~ (오후) 12시 30분,주 5일 근무,주식회사참소망노인복지센터,"* 3등급 할아버지 케어/부부거주

* 거동안되며, 휠체어로 산책위주, 말벗

* 주5일제 : 09:30~12:30

* 시급: 10,030원+주휴수당+연차수당+기타수당 = 12,700원

* 센터장: 010-8914-2411 문의바랍니다.","방문,
이메일 (개인회원 로그인 후 조회가능),
기타 (전화  : 010-8914-2411) 기본 이력서 이메일 보내기","서류,면접","이력서,기타 (요양보호사자격증사본)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKN002506110005&rtnTarget=list9
21,재가요양보호사 모집,"25/06/11 등록
25/08/10 마감",25/08/10 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,경기도 화성시 향남읍 향남로39번길 22 (화성향남 언덕마을 15단지),화성시,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",온새미로노인복지센터,"* 4등급 할아버지 케어 

* 일상생활지원(약챙기기, 산책, 말벗등)*
* 시급10030+ 주휴수당 포함 12700원","방문,
기타 (전화주세요.)",면접,기타(요양보호사자격증 사본),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJ21002506110006&rtnTarget=list1
22,파주 탄현면 헤이리 이편한세상 아파트 미화원,"25/06/11 등록
25/08/10 마감",25/08/10 마감,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 파주시 탄현면 방촌로 703-1, e편한세상 헤이리 아파트",파주시,"※ 상세 근무시간
평일 9:00~16:00 (휴게 1시간), 격토 9:00~12:00
휴게시간( (오후) 12시00분~(오후) 01시00분)",주 6일 근무,선우환경관리 주식회사,"[파주 탄현면 헤이리 이편한세상 아파트 미화원]

- 채용인원 : 실내미화원 2명
- 근무시간 : 평일 9:00~16:00 (휴게 1시간), 격주토요일 9:00~12:00
- 급여 : 월 1,634,390 원
- 바로 출근 가능하신 분

- 수시 면접중
- 면접시 이력서(사진부착) 제출

- 지원문의 : 반장님 010-7112-5302
 * 반장님 전화부재시 문자남겨주시면 연락드립니다.",방문,"서류,면접,
기타 (지원문의 후 개별면접 진행)",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKR002506110002&rtnTarget=list3
23,[채용대행] 덕은동 DMC한강자이 더 헤리티지 아파트 커뮤니티 청소원 모집,25/06/11 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약(시간(선택)제),월급 179만원 ~ 179만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 고양시 덕양구 대덕산로 20, . (덕은동, DMC한강자이 더 헤리티지)",고양시,"※ 상세 근무시간
주 6일 근무 (평일 08:30~15:30 휴게시간 1시간, 토 08:30~11:30)
주 소정근로시간
툴팁
: 33시간","주 6일 근무
(주 소정근로시간: 33시간)",(주)듀델코리아,"[채용대행] 덕양구 덕은동 DMC한강자이 더 헤리티지 아파트 커뮤니티 청소원 
 
/ 주 6일 근무 (평일 08:30~15:30 휴게시간 1시간, 토 08:30~11:30)
/ 월 179만원

/ 지원문의 고양시청일자리센터 031-8075-6460",기타(지원문의 고양시청일자리센터 031-8075-6460  ),"서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKC002506110004&rtnTarget=list8
24,A-시청앞전문요양원 요양보호사 (주주야야비비),25/06/11 등록,채용시까지,요양보호사,경력 (최소 1년 0 개월 이상) 우대,기간의 정함이 없는 근로계약,월급 235만원 ~ 250만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 안산시 단원구 고잔로 102, 대지스타타워8층 (고잔동)",안산시,"근무시간 협의가능
※ 상세 근무시간
주주야야비비
1)09시~18시 (1시간)
2)18시~09시 
(휴게 야간2시간 심야4시간)
휴게시간( (오후) 12시30분~(오후) 01시30분)
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",A-시청앞전문요양원,"-요양원 입소자 케어
근무형태
- 주주야야휴휴 : 9시부터 18시 (휴게1시간) 
 18시부터 09시(야간휴게 2시간 심야휴게 4시간)

- 지원방법 : 고용24 지원 또는 전화지원
- 문의사항  ☎ 031-481-6672","워크넷,
기타 (031-481-6672 전화 지원)
고용24 입사지원","서류,면접","이력서,기타 (자격증 사본)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKP002506110002&rtnTarget=list2
25,[입주/이목동]요양보호사 채용,25/06/11 등록,채용시까지,요양보호사,관계없음,기간의 정함이 없는 근로계약,"시급 12,700원 ~ 12,700원","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 수원시 장안구 장안로 395 (이목동, 수원 장안 STX KAN 1단지아파트)",수원시,(근무시간) (오전) 8시 00분 ~ (정오) 12시 00분,주 6일 근무,(A)비지팅엔젤스수원영통방문요양지점,"- 2등급 할머니, 87세
- 신체활동지원, 일상생활지원(가사),  음식조리, 목욕 주 3회, 화장실 이동도움
- 근무시간 : 08:00 ~ 12:00 (장시간원함)


※ 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.","방문,
기타 (요양보호사 자격증 전화 문의 후 지원 : 031-217-8434)",면접,이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKN002506110004&rtnTarget=list3
26,[광사동] 재가요양보호사 구인,"25/06/11 등록
25/07/10 마감",25/07/10 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 양주시 부흥로 1901, .. (광사동, 주내신도8차 푸른숲아파트)",양주시,"(근무시간) (오후) 1시 00분 ~ (오후) 4시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",효천사주야간보호센터,"★ 5등급 할아버님(82세)
- 배우자와 거주
- 광사동 신도8차 푸른숲 아파트
- 치매교육 이수 필수
- 월~금 (주5회) / 1시~4시
- 식사준비,일상생활지원
- 시급: 12,700원 (제수당 포함)
☎ 연락처 : 효천사주간센터
      사회복지사  010-5177-1683",방문,면접,기타(요양보호사 자격증 필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF11292506110001&rtnTarget=list5
