Id,Title,DateOfRegistration,Deadline,JobCategory,ExperienceRequired,EmploymentType,Salary,SocialEnsurance,RetirementBenefit,Address,Category,WorkingHours,WorkingType,CompanyName,JobDescription,ApplicationMethod,ApplicationType,Document,Detail
11,재가요양보호사 구인,25/05/28 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 의정부시 흥선로128번길 29-5, 0 (의정부동, 소망빌라9차)",의정부시,"근무시간 협의가능
※ 상세 근무시간
주5일, 월 수 금: 12:30~15:30, 화 목: 09:00~12:00
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",나눔재가복지센터,"※ 나눔재가센터- 요양보호사 구인
▣  4등급 독거 할머니 (33년생)
- 거동가능, 식사도움 및 일상생활케어
▣  주5일, 월 수 금: 12:30~15:30, 화 목: 09:00~12:00
▣ 시급: 12,800원(제수당 포함)
▶ 채용담당자 ☎ 010-2289-6628",방문,서류,기타(요양보호사 자격증/건강검진 확인증),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKZ002505280001&rtnTarget=list2
12,[반월동] 헤센IT 지식산업센터 건물 미화원 오후 단시간 모집,25/05/28 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,"시급 10,030원 ~ 10,030원",Not found,해당없음,"경기도 화성시 영통로60번길 7, 헤센 IT 타워 (반월동)",화성시,"근무시간 협의가능
(근무시간) (오후) 2시 00분 ~ (오후) 5시 00분",주 6일 근무,주식회사 가온에스에이치비,"-반월동 건물 상가 공용 부분 청소 

◎ 근무시간
오후반 14:00~17:00 (3시간) 주6일 
(근무시간,요일 협의 가능)
◎ 업무
건물 내부, 화장실청소. 
◎우대사항
바로 출근 가능하신분 / 성실하고 건강하신분
◎ 급여
780,000 ~900,000원
(임금 협의가능)

#지원및 면접예약 문의 : 반월동 일자리센터 031-5189-4569 로 연락주세요.","방문,
기타 ((채용대행) 031-5189-4569 연락주세요.)","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJK6002505280004&rtnTarget=list4
13,(풍덕천동)급구 4등급 부부재가요양보호사 구인,25/05/28 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 있는 근로계약,"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,경기도 용인시 수지구 문인로 57 (풍덕천동),용인시,(근무시간) (오전) 8시 00분 ~ (오후) 6시 00분,주 5일 근무,나눔재가복지센터,"-5등급할머니케어
*4등급부부 케어
- 근무시간: (주5일) /오전08:00~18:00
- 시급: 10030원+주휴수당+수당등=12.700원
- 지원문의: 010-2289-6628

※ 근로계약기간의 정함이 없는 근로자를 채용하는 것이더라도 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.","방문,
기타 (전화:010-2289-6628)",서류,기타(요양보호사 자격증/건강검진 확인증),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKX002505280008&rtnTarget=list6
14,향남 부영3단지( 복지카드 소유자 ),25/05/28 등록,채용시까지,아파트·빌라 경비원,관계없음,기간의 정함이 있는 근로계약,월급 240만원 ~ 240만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 화성시 향남읍 상신하길로328번길 21, 301 (화성향남서봉마을사랑으로부영3단지)",화성시,"(근무시간) (오전) 7시 00분 ~ (오전) 7시 00분
(격일근무)
주 소정근로시간
툴팁
: 32시간","주 4일 근무
(주 소정근로시간: 32시간)",주식회사 우창개발,"◎직무내용: 아파트 경비 업무 
◎근무시간: 07:00~07:00 (격일근무) 
◎급       여: 월 2,402,650
◎전화 문의 : 팀장 010-3365-9565


※ 복지카드 소지 및 일반경비원신임교육 이수 필수
※ 고용촉진지원금대상자,취업보호대상자 우대","방문,워크넷
고용24 입사지원",서류,이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJK6002505280003&rtnTarget=list9
15,(수원 권선구)고색2차태산아파트 외곽미화원 모집,25/05/28 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 148만원 ~ 148만원,"국민연금
고용보험
산재보험
건강보험",해당없음,"경기도 수원시 권선구 매송고색로691번길 9 (고색동, 고색2차태산아파트)",수원시,"※ 상세 근무시간
* 주5일 근무 (월~금 오전09:00~15:30/휴게1시간) 
주 소정근로시간
툴팁
: 28시간","주 5일 근무
(주 소정근로시간: 28시간)",(주)듀델코리아,"(고색2차 태산아파트 미화원 구인) 
   *직무내용: 외곽미화원 업무
   *근무시간: 월~금 (9:00~15:30) / 토일요일 휴무
   *휴게시간: 12:00~13:00
   *급     여: 월 1,488,310원
   * 복지카드소지자 우대

   * 전화지원 : 담당자 김원기 (010-9196-2534)",방문,"서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAU002505280004&rtnTarget=list10
16,"[용인 수지/3등급,5등급 /치매교육이수자)] 요양보호사 채용",25/05/28 등록,채용시까지,재가 요양보호사,신입,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 용인시 수지구 신봉2로 72, 207 (신봉동, 신봉마을자이2차아파트)",용인시,"근무시간 협의가능
(근무시간) (오전) 9시 00분 ~ (오후) 3시 00분
주 소정근로시간
툴팁
: 36시간","주 6일 근무
(주 소정근로시간: 36시간)",광교시온방문요양센터,"-용인 수지 신봉동 3등급 ,5등급 부부케어(치매교육이수)
- 주6일 : 09:00~15:00(근무시간 꼭화인 요망
- 급여 : 시급 10030+주휴수당+수당=12,800원
- 지원문의 (010-3706-1107)/031-215-1104
- 급여, 근무시간 꼭 재확인 바랍니다.
※근로계약기간의 정함이 없는 근로자를 채용하는 것이라 하더라도 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.","방문,
기타 (유선 상담 후 지원(031-215-1104))","서류,면접",기타(요양보호사 자격증 사본/건강검진결과표),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKX002505280005&rtnTarget=list3
17,[미사강변 한신휴플러스] 아파트 주차장 청소 미화원 구인,25/05/28 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",경력 (최소 0년 1 개월 이상) 필수,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 하남시 미사강변한강로 170, . (망월동, 미사강변한신휴플러스)",하남시,"※ 상세 근무시간
월~금 08:00~ 15:00, 토요일: 09:00~12:00
휴게시간( (오후) 12시00분~(오후) 01시00분)
주 소정근로시간
툴팁
: 33시간","주 6일 근무
(주 소정근로시간: 33시간)",(주)두원에이앤씨,"[미사강변 한신휴플러스] 아파트 주차장 청소 미화원 구인
- 단지 내 주차장 청소차 담당(경력자)
- 근무시간: 주6일 / 월~금: 08:00~15:00, 토요일: 09:00~12:00
- 월급 : 1,705,100원
- 복지카드소지자 우대
* 전화문의 후 지원바랍니다(반장님: 010-8626-4003)","방문,
기타 (* 전화문의 후 지원바랍니다(유옥화반장님: 010-8626-4003))",면접,이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJK5002505280002&rtnTarget=list4
18,아파트관리원모집 - 용인시 기흥구 보정동 상떼빌구성역플랫폼시티(연원마을성원)/신임교육무관,25/05/28 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 230만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 용인시 기흥구 연원로 49, 보정동 상떼빌구성역플랫폼시티(연원마을성원) (보정동, 상떼빌 구성역 플랫폼시티)",용인시,"※ 상세 근무시간
09:00~18:00/주1회 3시간 연장근로
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",(주)듀델코리아,"아파트 관리원업무(미화 외 각종 보조업무)/신임교육무관
09:00~18:00/주1회 3시간 연장근로있음
월 2,306,900원

전화지원 010-5678-5172 모희상",기타(전화지원 010-5678-5172),"서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAU002505280003&rtnTarget=list6
19,[채용대행] 식사동 위시티 일산자이 주상복합 청소원 모집,25/05/28 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약(시간(선택)제),월급 160만원 ~ 160만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 고양시 일산동구 위시티2로11번길 45, . (식사동, 위시티일산자이 주상복합)",고양시,"※ 상세 근무시간
주 6일 근무 (평일 08:30~15:30, 토요일 3시간, 휴게시간 11:30~13:00)
*** 주 소정 근로시간 31.5시간 입니다.
주 소정근로시간
툴팁
: 31시간","주 6일 근무
(주 소정근로시간: 31시간)",(주)듀델코리아,"[채용대행] 일산동구 식사동 위시티일산자이주상복합 청소원 (지하주차장 청소, 탑승식 청소차 가능자)

/ 복지카드소자자 우대

/ 주 6일 근무 (평일 08:30~15:30, 토요일 3시간, 휴게시간 11:30~13:00)
/ 월 160만원

/ 지원문의 : 고양시청일자리센터 031-8075-6460","방문,
기타 (지원문의 031-8075-6460  )","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKC002505280003&rtnTarget=list8
20,아파트 경비원 모집,25/05/28 등록,채용시까지,아파트·빌라 경비원,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),월급 203만원 ~ 203만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 김포시 양도로 18 (풍무동, 양도마을서해아파트)",김포시,"(근무시간) (오전) 6시 00분 ~ (오전) 6시 00분
(격일근무)
주 소정근로시간
툴팁
: 39시간","주 4일 근무
(주 소정근로시간: 39시간)",주식회사 이데아그룹,"- 근무시간 : 06:00~익일 06:00(휴게시간 주 4h, 야 6.5h)
- 급      여: 월 2,030,890원
- 근무예정일: 6.1 예정

 *** 복지카드(경증) 우대/수당 별도",Not found,Not found,Not found,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKI002505280004&rtnTarget=list10
21,[창곡동] 위례 센트럴푸르지오아파트 미화원 모집(내부미화),25/05/28 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 168만원 ~ 168만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 성남시 수정구 위례순환로 211, . (창곡동, 위례 센트럴 푸르지오)",성남시,"※ 상세 근무시간
 월~금 08:00~15:00 (휴게시간 12시~13시)- 토 08:00~11:00 (격주)
주 소정근로시간
툴팁
: 32시간","주 6일 근무
(주 소정근로시간: 32시간)",(유) 원광,"■ 근무시간: - 월~금 08:00~15:00 (휴게시간 12시~13시)
                 - 토 08:00~11:00 (격주)
■ 급여: 1,684,890원 
           
■ 지원: 반장님 010-2244-1328","방문,
기타 (전화지원 후 방문)","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKN002505280005&rtnTarget=list3
22,[범계 관악주공아파트 오전 치매어르신 케어],25/05/28 등록,채용시까지,요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","고용보험
산재보험",퇴직금,"경기도 안양시 동안구 달안로 39, 상세주소 면접시 안내 (비산동, 관악주공아파트)",안양시,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",사랑채 방문요양센터,"- 5등급 독거 할머님 케어/치매교육이수하신 요양보호사님 지원가능
- 범계 관악주공아파트 거주, 일상생활 지원 희망(깔끔하신 분)
- 주5회 09:00~12:00
- 시간당지급액 13,000원(기본시급10,030원+제수당포함)
- 전화지원:010-2926-9569...외부출장이 많으니 핸드폰으로 지원희망","방문,
기타 (전화지원:010-2926-9569)","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKR002505280004&rtnTarget=list8
23,요양보호사,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 의왕시 원골로 13, . (오전동, 국화아파트)",의왕시,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",비지팅엔젤스의왕지점,"- 오전동국화아파트 3등급 할아버지,
- 부부거주. 근무시간에는 수급자만 계심
- 청소, 기저귀케어, 개인위생
-주1회 전문목욕 선생님 오심
- 주 5일 근무 9:00~12:00
- 제수당 포함 시급 14,000원",방문,면접,이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF11692505270002&rtnTarget=list10
24,[강선마을] 부부 재가요양보호사 채용,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 고양시 일산서구 대산로 53, . (주엽동, 강선마을4단지아파트)",고양시,"※ 상세 근무시간
주 5일 근무  9시~12시 / 12:30~15:30 (오후시간 변경 가능) 
주 소정근로시간
툴팁
: 30시간","주 5일 근무
(주 소정근로시간: 30시간)",연세재가복지센터,"[강선마을] 4등급 할머니  3등급 할아버지 재가요양업무
/ 일상생활지원 및 수급자 케어, 인지활동지원 
/ 주 5일 근무  9시~12시 / 12:30~15:30 (오후시간 변경 가능) 
/ 시급: 10,030원(기본시급+연차수당, 주휴수당 등 제수당 포함 12,700원 지급)
/  채용담당자  통화 후 면접 진행
※ 실제 서비스 제공 기간에 따라 임금을 계산하여 지급하는 형태로 
채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.",기타(통화 후 면접진행),"서류,면접","기타(요양보호사자격증 사본, 건강검진결과표)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKC002505270034&rtnTarget=list2
25,재가요양보호사 구인,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 광명시 하안로 238, - (하안동, 하안13단지고층주공아파트)",광명시,"근무시간 협의가능
(근무시간) (오후) 4시 00분 ~ (오후) 7시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",아리아케어방문요양광명철산센터,"○ 4등급 남(독거)
○ 거동가능, 대화가능, 목욕없음, 가사지원 
○ 기본 시급 10,030원 + 주휴수당 + 연차수당 + 기타수당 = 시급 12,700원",방문,면접,기타(요양보호사 자격증),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10232505270003&rtnTarget=list3
