Id,Title,DateOfRegistration,Deadline,JobCategory,ExperienceRequired,EmploymentType,Salary,SocialEnsurance,RetirementBenefit,Address,Category,WorkingHours,WorkingType,CompanyName,JobDescription,ApplicationMethod,ApplicationType,Document,Detail
11,건설현장 사무실 청소원 모집,25/05/27 등록,채용시까지,건물 청소원,관계없음,기간의 정함이 있는 근로계약,"시급 10,030원 ~ 10,030원",고용보험,퇴직금,"인천광역시 연수구 송도과학로 85, 송도동 553번지( 연세대학교 인근 건설현장) (송도동)",연수구,(근무시간) (오전) 6시 00분 ~ (오전) 11시 00분,주 5일 근무,한국인력주식회사,"* 건설현장 사무실 청소(연세대학교 국제캠퍼스  인근 건설현장)
* 월-금 6시-11시 /주5일
* 월180만원(세전)
* 미화원 2명 근무
* 6월 2일 출근~",방문,"서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJDI002505270018&rtnTarget=list10
12,재가요양보호사 구인(만수동),"25/05/27 등록
25/06/26 마감",25/06/26 마감,재가 요양보호사,신입,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"인천광역시 남동구 백범로227번길 76, . (만수동, 효성상아아파트)",남동구,"(근무시간) (오전) 8시 30분 ~ (오전) 11시 30분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",송이노인복지센터,"- 3등급 여자어르신(45년생)
- 근무시간 : 08:30~11:30/ 월~금(주5일/3시간)
- 직무내용 : 가사지원, 외출동행 
- 비흡연, 노견 한 마리(손 가지 않음)
- 시급(주휴수당 포함) 12,700원
- 채용담당자 : 서은숙 사회복지사 010-6301-5929","방문,
기타 (전화 010-6301-5929)",면접,기타(요양보호사 자격증),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF11112505270002&rtnTarget=list1
13,[서창동] 아파트 실내 미화원 모집,25/05/27 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 없는 근로계약,"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"인천광역시 남동구 운연천로 11 (서창동, 인천 서창 꿈에그린)",남동구,"※ 상세 근무시간
- 주6일( 격주 토요일 근무)
- 08:30~15:30/ 토 09:00~12:00 [휴게시간 1시간]
휴게시간( (오후) 12시00분~(오후) 01시00분)",주 6일 근무,새롬에스앤씨 주식회사,"[서창꿈에그린] 아파트 실내 미화원 모집
- 주6일( 격주 토요일 근무)
- 08:30~15:30/ 토 09:00~12:00 [휴게시간 1시간]
- 월 1,634,890원(수당포함)
- 복지카드 우대함
- 채용문의 : 강유연 반장님 010-8277-3264",방문,"서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJDE002505270019&rtnTarget=list5
14,해든초등학교 맞은편 재가요양보호사 구인,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"인천광역시 서구 서로3로 49, . (당하동, 인천검단 엘에이치 13단지)",서구,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 18시간","주 5일 근무
(주 소정근로시간: 18시간)",가나재가복지센터,"- LH 13단지, 해든초등학교 맞은편 
- 3등급 여자어르신(독거)  가사, 말벗, 일상생활도움(식사 도움등), 
- 주6일, 월~토: 9시~12시
- 시급: 12700원(각종 제수당 포함)",방문,면접,"기타(자격증, 건강검진서)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJDH002505270007&rtnTarget=list8
15,[2025년 미추홀구 채용박람회 직접참여 업체] 인천공항 항공기 기내 미화원 구인,"25/05/27 등록
25/07/25 마감",25/07/25 마감,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 없는 근로계약,월급 268만원 ~ 300만원,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"인천광역시 중구 공항동로3길 72, 공항지원단지 GSE(G4) (운서동)",중구,"근무시간 협의가능
※ 상세 근무시간
일 평균 8시간 스케줄 근무, 연장 발생(수당 지급)
06:40~15:40, 14:00~22:00 (휴게시간: 11:00~12:00), 스케줄 근무
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",월드유니텍 주식회사,"[2025년 미추홀구 채용박람회 개최]
▣ 일시: 2025. 6. 10.(화) 13:30~16:30
▣ 장소: 미추홀구 대회의실
▣ 문의: 미추홀구 일자리센터 032)880~7415~8
▣ 참여방법 : 이력서 지참 후 면접 참여
※ 행사참여 희망자는 유선으로 사전 접수하여주시기 바랍니다.

----------------------------------------------------------------------------------------
* 담당업무
-  인천공항 항공기 기내청소 및 기용품 탑재 업무
* 근무시간
- 일 평균 8시간 스케줄 근무, 연장 발생(수당 지급)
   06:40~15:40, 14:00~22:00 (휴게시간: 11:00~12:00), 스케줄 근무(1,2일차근무, 3일차 휴무)
* 기타사항
- 급여: 월급 2,680,000원~3,000,000원(기본급+수당+교통비) / 연장 발생 시 수당 지급
- 자차이용시 주차무료",기타(▣ 일시: 2025. 6. 10.(화) 13:30~16:30 ▣ 장소: 미추홀구 대회의실 직접 방문 ),"면접,
기타 (▣ 일시: 2025. 6. 10.(화) 13:30~16:30 ▣ 장소: 미추홀구 대회의실 직접 방문 현장 면접  )",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJDD002505270022&rtnTarget=list1
16,< 재가 방문 요양보호사 구인 >,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"인천광역시 계양구 병방로23번길 16-1, .. (병방동, 에스빌)",계양구,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",정다운재가노인복지센터,"* 4등급 독거 할머님
* 오전 9시~12시 / 주 5~ 6일 
* 병방로 23번길 16-1 
* 12,800원 제수당포함
* 일상생활 도움 필요
* 032-555-9662 채용문의",방문,"서류,면접","기타(요양보호사 자격증, 건강보험 진단서)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJDC002505270003&rtnTarget=list5
17,학익동 재가요양사 모집,25/05/27 등록,채용시까지,요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"인천광역시 미추홀구 재넘이길19번길 21, . (학익동, 파크 앤 빌)",미추홀구,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",한마음복지센터,"- 4등급 여자어르신 (85세)
- 정서지원 및 일상생활 지원
- 근무시간 : 09:00~12:00 / 주6일
- 근무장소 : 재넘이길 19번길 21 (학익2동)
- 임금 : 시급10,030원+제수당= 12,600원",방문,면접,이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF11102505270001&rtnTarget=list7
18,재가 요양사 구합니다.,"25/05/27 등록
25/06/10 마감",25/06/10 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"인천광역시 서구 독정로 111, 3610동 (당하동, 인천검단 엘에이치36단지)",서구,"※ 상세 근무시간
(근무시간) (오전) 8시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 24시간","주 5일 근무
(주 소정근로시간: 24시간)",불로노인복지센터,"- 2등급 할머니 아들과 거주 (케어시간 혼자계심)
- 따뜻한 마음으로 케어 해주실 요양사 구합니다.
- 8:00~12:00 (주6일) 
- 12,700원 (기본,주차,연차 수당 포함시급임)
- 와상 어르신으로 침상에서만 생활하심.
- 2등급이지만 별로 어렵지 않아요.(중중케어 수당 일일 3000원 지급)
- 신체케어, 정서지원, 가사지원(반찬은 만들지 않습니다.)",방문,면접,기타(요양보호사 자격증  / 건강검진표),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJDH002505270002&rtnTarget=list1
19,[논현동 ] 재가 요양보호사 구인,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직연금,"인천광역시 남동구 소래역남로16번길 39, . (논현동)",남동구,"(근무시간) (오후) 3시 00분 ~ (오후) 6시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",시티케어재가노인복지센터,"[논현동] 4등급 할머님 케어

○ 일상생활지원, 정서지원
○ 근무시간 : 15:00~18:00, 주 5일
○ 시급 : 최저시급10,030원+주휴수당+연차수당+기타수당= 총 13,000원
○ 채용담당자 전화 후 지원 : 010-3722-3425","방문,
기타 (전화 상담 후 면접 010-3722-3425)","서류,면접","이력서,기타 (- 요양보호사 자격증 사본)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJDA002505270007&rtnTarget=list6
20,아파트 외곽 청소원 구인,"25/05/27 등록
25/06/10 마감",25/06/10 마감,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",경력 (최소 0년 6 개월 이상) 우대,기간의 정함이 있는 근로계약,"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"인천광역시 서구 완정로34번길 29, ... (마전동, 검단 우림필유)",서구,"※ 상세 근무시간
직무내용 참고",주 5일 근무,제일 씨앤에스（주）,"- 우림필유아파트(외곽) 청소 
- 주5일 월 ~금 : 9시-16시(휴게시간 1시간)
- 월 1,503,598원(세전)
* 신주없음",기타(채용담담자 통화 후 면접진행),"서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJDI002505270004&rtnTarget=list3
21,주간보호 요양보호사 모집,"25/05/27 등록
25/06/10 마감",25/06/10 마감,요양보호사(노인요양사),관계없음,기간의 정함이 없는 근로계약(시간(선택)제),월급 55만원 이상,"고용보험
산재보험",해당없음,"인천광역시 미추홀구 미추홀대로697번길 22, 425호, 426호 (주안동, 롯데하이텔)",미추홀구,"(근무시간) (오후) 3시 00분 ~ (오후) 6시 00분
주 소정근로시간
툴팁
: 12시간","주 4일 근무
(주 소정근로시간: 12시간)",이음실버케어센터,"* 센터 내 어르신 케어
* 15:00~18:00(주4일/월,화,목,금)
* 월 55만원","방문,
이메일 (개인회원 로그인 후 조회가능) 기본 이력서 이메일 보내기",면접,"이력서,기타 (1년 이내 건강검진결과지)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10132505270001&rtnTarget=list7
22,청소원 모집,25/05/27 등록,채용시까지,건물 청소원,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),월급 197만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"인천광역시 연수구 송도미래로 30, 송도BRC 스마트밸리 (송도동)",연수구,"(근무시간) (오전) 8시 00분 ~ (오후) 4시 00분
휴게시간( (오후) 12시00분~(오후) 01시00분)
주 소정근로시간
툴팁
: 35시간","주 5일 근무
(주 소정근로시간: 35시간)",세안에이앤에이 주식회사,"* 아파트형 공장 외부 청소 
- 08:00~16:00, 주5일, 공휴일 휴무
  * 지식정보단지역에서 통근버스 운행","방문,
이메일 (개인회원 로그인 후 조회가능) 기본 이력서 이메일 보내기","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJDI002505270002&rtnTarget=list2
23,재가요양보호사(금천구) 채,"25/05/26 등록
25/06/09 마감",25/06/09 마감,재가 요양보호사,경력 (최소 0년 6 개월 이상) 우대,기간의 정함이 없는 근로계약,"시급 14,283원 ~ 14,283원","국민연금
고용보험
산재보험
건강보험",퇴직금,"인천광역시 중구 마장포로53번길 30, . (중산동)",중구,(근무시간) (오전) 10시 00분 ~ (오후) 5시 00분,주 6일 근무,(주)시니어케어,"대상: 80대 후반의 어르신(2등급) / 와상x 휠체어0
주요업무: 화장실 도움, 산책, 청소 등등 
근무형태: 주 6일(10시~5시까지) 
급여형태: 월급 260만원, 시급 10만원","방문,
기타 (전화)",면접,"이력서,기타 (요양보호사 자격증 사본)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10032505260004&rtnTarget=list5
24,재가요양보호사 구인,25/05/26 등록,채용시까지,재가 요양보호사,경력 (최소 0년 6 개월 이상) 우대,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"인천광역시 미추홀구 재넘이길51번길 25, . (학익동, 성창빌라)",미추홀구,"(근무시간) (오후) 1시 00분 ~ (오후) 4시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",효드림노인복지센터,"- 2등급 여자어르신
- 기저귀케어 / 아드님이 많이 도움주심
- 아드님 거주 / 목욕은 아드님이 케어
- 근무장소 : 미추홀구 재넘이길 51번길 25 (학익동)
- 근무시간 : 13:00~16:00 또는 13:00~17:00 (조정가능)
- 주5~6일 / 월24회
- 임금 : 시급10,030원+제수당=12,700~13,000원
- 성격 차분하신 분, 태그 사용 가능자",방문,면접,"이력서,기타 (요양보호사자격증사본)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF11102505260005&rtnTarget=list9
25,[미추홀구 용현동] 오후재가요양보호사 구인,25/05/26 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"인천광역시 미추홀구 매소홀로 23-20, . (용현동, 성신아파트)",미추홀구,"(근무시간) (오후) 1시 00분 ~ (오후) 4시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",파인케어 재가방문요양센터,"* 용현동 재가 요양보호사
-대상: 4등급 할머니
-직무: 산책, 어르신 말벗 식사 케어 희망 
-급여: 시급 12,700원
-시간: 13:00~16:00 /주5일
-채용담당자: 032-831-2340 전화주세요","방문,팩스","서류,면접",기타(요양보호사 자격증),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJDD002505260004&rtnTarget=list5
26,5등급 여자어르신 재가 요양보호사,25/05/26 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"인천광역시 옹진군 영흥면 영흥북로35번길 96, .",옹진군,"근무시간 협의가능
(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",노인사랑재가요양센터,"- 5등급 여자어르신 재가업무/치매교육이수 필수
- 옹진군 영흥면 소재
- 주5일 09:00~12:00
- 시급 :  2025년도 시급 10,030원 +수당포함 추가 지급
- 지원자격 : 요양보호사 자격증 필수","방문,
기타 (업체와 통화하신 후 면접이  진행됩니다.)","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJDA002505260015&rtnTarget=list8
27,아파트 내부 미화원 구인(만수동),"25/05/26 등록
25/07/25 마감",25/07/25 마감,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약(시간(선택)제),월급 144만원 ~ 144만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"인천광역시 남동구 호구포로 924, . (만수동, 햇빛마을벽산아파트)",남동구,"※ 상세 근무시간
주중 09:00~15:00
토요일 09:00~12:00
휴게시간( (오후) 12시00분~(오후) 01시00분)
주 소정근로시간
툴팁
: 28시간","주 6일 근무
(주 소정근로시간: 28시간)",（주）비엠에스종합개발,"만수동 햇빛마을벽산아파트 내부 청소 업무
- 주6일근무",방문,"서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJDE002505260013&rtnTarget=list10
